,name,studio,theme,tags,source,rating,year,synopsis,demographic,status,eps,eps_avg_duration_in_min,rated_by
1611,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Studio Deen,"Adult Cast, Historical, Love Polygon, Performing Arts",Drama,Manga,8.74,2017,"Even after having risen to the utmost rank of shun'ichi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.

[Written by MAL Rewrite]





StudioStudio Deen

SourceManga

ThemesAdult CastHistoricalLove PolygonPerforming Arts
DemographicJosei",Josei,Finished,12,24,173K
1612,Hakuouki,Studio Deen,"Historical, Samurai","Action, Drama, Supernatural",Visual novel,7.38,2010,"In 1864 Japan, a young woman named Chizuru Yukimura is searching for her missing father, Koudou, a doctor by trade whose work often takes him far from home. But with no word from him in months, Chizuru disguises herself as a man and heads to Kyoto in search of him. Attracting the attention of ronin, she tries to hide and ends up witnessing a horrifying sight: the ronin being brutally murdered by crazed white-haired men. In a startling turn of events, members of the Shinsengumi arrive to dispatch the creatures. But Chizuru's safety doesn't last long, as this group of men tie her up and take her back to their headquarters, unsure of whether to let her live or silence her permanently.

However, once she reveals the name of her father, the Shinsengumi decide to keep her safe, as they too have been searching for him. But Koudou is more connected to the Shinsengumi than they let on, and soon Chizuru finds herself embroiled in a conflict between the Shinsengumi and their enemies, as well as political tension in Kyoto.

[Written by MAL Rewrite]





StudioStudio Deen

SourceVisual novel

ThemesHistoricalSamurai
DemographicJosei",Josei,Finished,12,23,160K
1613,Akkun to Kanojo,Yumeta Company,School,"Comedy, Romance",Manga,6.84,2018,"Despite his incredible bashfulness, Atsuhiro ""Akkun"" Kagari has landed the girl of his dreams: the sweet and loveable Non Katagiri. However, his embarrassment for affectionate acts—from giving compliments to exchanging a kiss—causes him to act harsh and downright mean to Katagiri in their day-to-day lives. But Akkun is still very much a boy in love; he shows his admiration for Katagiri in his own way. From tailing her in order to take her picture to eavesdropping in on her conversations, he ends up stalking his own girlfriend. 

Luckily enough, Katagiri finds Akkun's actions cute and endearing, and knows he doesn't really mean any of his insults. Even if their close friend, Masago Matsuo, finds their dynamic a little odd, Katagiri loves her sweet tyrant just the way he is.

[Written by MAL Rewrite]






StudioYumeta Company

SourceManga

ThemeSchool
DemographicJosei",Josei,Finished,25,3,158K
1614,Loveless,J.C.Staff,Josei,"Action, Boys, Love, Drama, Fantasy, Mystery, Romance, Supernatural",Manga,6.78,2005,"In the world of Loveless, each person is born with cat ears and a tail, which disappear only if that person engages in a sexual intercourse. Because of this, they have come to symbolize virginity and innocence. Additionally, fighting is only done by ""fighting pairs"" or couples, where one is known as the Sacrifice and the other as the Fighter. The first receives the damage while the latter attacks.

Ritsuka Aoyagi is a 12-year-old boy, who for some unknown reason suffers from amnesia. His brother got killed recently, and as if his life has not been hard enough lately, on his first day at the new school he gets approached by a stranger called Agatsuma Soubi, who claims to have known his late brother. Ritsuka finds out that Agatsuma and his brother used to be a fighting pair, and that Agatsuma has inherited Ritsuga now that his brother is gone. Together, they try to find the truth behind his brother's death and the organization known as the ""Seven Moons,"" which may have been responsible for it. All the while, it seems that Ritsuka and Agatsuma are becoming closer than they intended to be…





StudioJ.C.Staff

SourceManga

DemographicJosei",Josei,Finished,12,24,135K
1615,Koroshi Ai,Platinum Vision,"Adult Cast, Organized Crime","Action, Romance",Manga,6.9,2022,"Novice bounty hunter Chateau Dankworth never expected to encounter someone capable of overpowering her in combat. Even less so that the mysterious man would take an immediate interest in her—to the point of aiding her missions. However, Chateau makes it clear that she has no plans of entertaining any personal involvement with him.

Chateau's company is soon tasked with eliminating Song Ryang-ha—an expert assassin and a former member of a powerful Asian organization. Coincidentally, Ryang-ha is the man that has been pursuing her. Despite his background, Chateau reluctantly agrees to meet with Ryang-ha as part of a deal: in exchange for going out with him, he will provide her with the locations of current targets, dead or alive.

But when the past begins to haunt both killers, their arrangement may need to come to an end, as their entanglement puts their lives at grave risk.

[Written by MAL Rewrite]





StudioPlatinum Vision

SourceManga

ThemesAdult CastOrganized Crime
DemographicJosei",Josei,Finished,12,23,130K
1616,Chihayafuru 3,Madhouse,"Love Polygon, School, Strategy Game","Drama, Slice, of, Life, Sports",Manga,8.47,2019,"Winning the high school team tournament was a great accomplishment for the Mizusawa members. Each of them has made great strides in improving themselves, and the victory symbolizes how far they've come. But after accomplishing one goal, their individual aims are within reach. Chihaya Ayase has her sights set on Wakamiya Shinobu and the title of Queen, and now that Taichi Mashima has made it into Class A, he can finally compete against Arata Wataya. Everyone in Mizusawa wants to get better, and there's no telling what the future holds if they keep trying.

[Written by MAL Rewrite]





StudioMadhouse

SourceManga

ThemesLove PolygonSchoolStrategy Game
DemographicJosei",Josei,Finished,24,22,123K
1617,Nodame Cantabile: Finale,J.C.Staff,"Adult Cast, Music","Comedy, Romance",Manga,8.24,2010,"Shinichi Chiaki is quickly making a name for himself as the principal conductor of the revitalized Roux-Marlet Orchestra, and Megumi ""Nodame"" Noda has made leaps and bounds as a pianist at the Conservatoire de Paris. However, tensions mount between the two as Nodame feels left behind by Chiaki's growing success and his close friendship with legendary piano prodigy Rui Son. Disregarding her teacher Professor Charles Auclair's advice, Nodame enters another piano competition in an attempt to jumpstart her own performance career. 

Meanwhile, those around Chiaki and Nodame are at their own crossroads. Rui begins to doubt herself after hearing Nodame's playing and being denied tutelage from Auclair; Maestro Franz von Stresemann faces the reality of his mortality; pianists Yunlong Li and Tatiana Vishneva feverishly prepare for a competition, while the latter also struggles with her growing feelings for oboist and fellow student Yasunori Kuroki. 

As Chiaki, Nodame, and their friends continue on their respective journeys, they must not only strive to stay true to themselves, but also remember where it all started.

[Written by MAL Rewrite]





StudioJ.C.Staff

SourceManga

ThemesAdult CastMusic
DemographicJosei",Josei,Finished,11,22,122K
1618,Nodame Cantabile: Paris-hen,J.C.Staff,"Adult Cast, Music","Comedy, Romance, Slice, of, Life",Manga,8.14,2008,"Shinichi Chiaki conquers his fear of flying, and Megumi ""Nodame"" Noda's exceptional performance at a piano competition earns her an invitation to study at the prestigious Conservatoire de Paris. The pair go to Paris together to take the next step in their careers: Chiaki as a new rising conductor under the wing of the great maestro Franz von Stresemann, and Nodame as a pupil of the esteemed piano professor Charles Auclair.

But, of course, the music world is much bigger than the two of them could have ever imagined. Chiaki and Nodame, alongside old friends and new rivals, must fight and persevere to reach the dazzling musical heights that await them while never losing sight of what matters most.

[Written by MAL Rewrite]






StudioJ.C.Staff

SourceManga

ThemesAdult CastMusic
DemographicJosei",Josei,Finished,11,23,118K
1619,Makai Ouji: Devils and Realist,Doga Kobo,"Historical, Mythology, School","Comedy, Fantasy, Mystery, Supernatural",Manga,7.02,2013,"Seventeen-year-old William Twining takes pride in his lineage as well as his devotion to modern science. When he learns that his family has gone bankrupt, the pompous noble is faced with the reality that he can no longer afford his tuition or the lifestyle he is accustomed to. In a desperate search for valuables in his manor, William discovers a hidden room and accidentally summons the arrogant demon Dantalion, the Grand Duke of Hell.
 
Apparently, Lucifer—the ruler of Hell—has fallen into a deep slumber. In his absence, only the human ""Elector"" has power to select a temporary successor, which is the cause of tension among demonkind. Although told that he is the direct descendant of King Solomon and has unshakable authority in the underworld, William refuses to believe it. While denying the existence of magic and the supernatural altogether, the defiant realist fails to recognize that he is at the center of the ongoing battle between Heaven and Hell.

[Written by MAL Rewrite]






StudioDoga Kobo

SourceManga

ThemesHistoricalMythologySchool
DemographicJosei",Josei,Finished,12,24,110K
1620,Orenchi no Furo Jijou,Asahi Production,Josei,"Comedy, Fantasy",4-koma manga,6.97,2014,"On his way home from school, Tatsumi sees a man collapsed near a lake. When he approaches him, Tatsumi notices something strange: the person in need of help is actually a beautiful merman named Wakasa! Because Wakasa's home has become too polluted to live in, Tatsumi graciously offers his bathtub as a refuge.

With a boisterous merman as his new roommate, Tatsumi's normal life won't be returning anytime soon, not to mention Wakasa's aquatic friends—Takasu, Mikuni, and Maki—often show up uninvited, making them all quite a handful for the high school student. As he humors their curiosity for human life, Tatsumi sometimes finds himself enjoying their childish antics, but he will have to keep his cool if he intends to keep up with his daily life and newfound friendship.

[Written by MAL Rewrite]





StudioAsahi Production

Source4-koma manga

DemographicJosei",Josei,Finished,13,4,105K
1621,Hachimitsu to Clover II,J.C.Staff,"Love Polygon, Visual Arts","Drama, Romance, Slice, of, Life",Manga,8.22,2006,"Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward.

Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship.

The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.

[Written by MAL Rewrite]





StudioJ.C.Staff

SourceManga

ThemesLove PolygonVisual Arts
DemographicJosei",Josei,Finished,12,23,101K
1622,Shirokuma Cafe,Pierrot,"Anthropomorphic, Gag Humor, Iyashikei, Workplace","Comedy, Slice, of, Life",Manga,7.91,2012,"Situated near the local zoo and owned by the charismatic polar bear Shirokuma, Shirokuma Cafe is a popular spot for animals and humans alike, allowing them to sit back and relax after a hard day of work. Whether it's a cold beverage or the latest item on his menu, Shirokuma finds joy in being able to serve his customers, often striking up conversations about various subjects.

Together with the sarcastic Penguin and the clumsy Panda, they form an odd trio who get themselves caught up in all sorts of misadventures with their other friends such as Grizzly, a bar owner, and Sasako, a human who works at the cafe. From dealing with unrequited love, outdoor camping trips, karaoke sessions, and even the secret to brewing delicious coffee, there's always something bound to be happening in Shirokuma Cafe!

[Written by MAL Rewrite]





StudioPierrot

SourceManga

ThemesAnthropomorphicGag HumorIyashikeiWorkplace
DemographicJosei",Josei,Finished,50,24,88K
1623,Norn9: Norn+Nonet,Kinema Citrus,Josei,"Adventure, Fantasy, Romance, Sci-Fi",Visual novel,6.56,2016,"In a futuristic era, ""The World"" is a peace-bringing entity. Though no one knows its location, it has watched over Earth for so long that war has become merely a fable. The airship Norn's task is to deliver nine ability users to The World.

After collecting the last person, Norn takes off. Included onboard are eight men and three women—Koharu, who has finally escaped her loneliness and detests her destructive power; Mikoto Kuga, born to a noble family, who uses her barrier skill to protect the Norn and those it carries; and Nanami Shiranui, whose ability only brings pain, and who wishes to die for a past sin she has committed. While en route, suspicions arise amongst the passengers when they realize there are too many people onboard.

As they try to determine who has snuck aboard, the ship is attacked by an unknown assailant aiming to stop the Norn's progress at all costs. From this chaos arises questions: why were they granted powers, and what must they do once they reach The World?

[Written by MAL Rewrite]





StudiosKinema CitrusOrange

SourceVisual novel

DemographicJosei",Josei,Finished,12,24,84K
1624,Hakuouki: Hekketsuroku,Studio Deen,"Historical, Samurai","Action, Drama, Supernatural",Visual novel,7.58,2010,"After the conclusion of Hakuouki, Chizuru Yukimura and the Shinsengumi are forced to flee Kyoto and set sail for Edo. In their commander Isami Kondou's absence, vice-commander Toshizou Hijikata steps in as acting commander. However, Hijikata is not only struggling with the extra leadership duties—which worries everyone around him—but also a newfound uncontrollable bloodlust. To make matters worse, the urge does not affect him alone, and it is even beginning to drive some of his subordinates mad.

Finally, Kondou returns with orders from the emperor to defend the castle, and a new name for their squad: the Kouyou Chinbutai. But in war, the balance of power can shift suddenly and allegiances can waver. In Hakuouki Hekketsuroku, Chizuru follows the Shinsengumi into the heart of war and continues the search for her missing father, all while the bond between her and Hijikata grows ever stronger.

[Written by MAL Rewrite]





StudioStudio Deen

SourceVisual novel

ThemesHistoricalSamurai
DemographicJosei",Josei,Finished,10,24,82K
1625,Natsuyuki Rendezvous,Doga Kobo,Adult Cast,"Drama, Romance, Supernatural",Manga,7.27,2012,"Ryousuke Hazuki is a young man whose heart has been stolen away, stopping by the local floral shop daily in order to catch a glimpse of the beautiful Rokka Shimao, the shop's owner. In hopes of getting close to her, he decides to get a part-time job at the shop, but before he is able to make his move, he runs into a major roadblock: in her apartment dwells a ghost who claims to be Rokka's deceased husband.

Atsushi Shimao has quietly watched over his widowed wife ever since he passed three years ago. However, Hazuki is the first person to ever notice him, and the two quickly find themselves at odds: the jealous Shimao attempts to thwart the suitor's advances and possess his body, while Hazuki simply wants the ghost to pass on for good, allowing Rokka to move on from the past and him to be with the one he loves. As both men refuse to let go of their desires, an unusual relationship forms between a troubled woman, an unrelenting ghost, and a stubborn man in love.

[Written by MAL Rewrite]





StudioDoga Kobo

SourceManga

ThemeAdult Cast
DemographicJosei",Josei,Finished,11,23,78K
1626,Code:Realize - Sousei no Himegimi,M.S.C,"Historical, Reverse Harem","Fantasy, Romance",Visual novel,6.66,2017,"Within Cardia Beckford's hazy memories, she can recall her father Isaac and the home where she lives alone, feared as a monster by the townsfolk—for in her body, she carries a deadly substance. Embedded in her chest by her father, the eternally beating heart—also known as Horologium—has the capability to produce infinite power. However, it also makes her skin destroy anything it touches.

Many in London seek the Horologium, including the terrorist organization Twilight, with whom Isaac is rumored to have close ties. To obtain the Horologium's power, the British military forces Cardia to leave her home as their prisoner. But on the road, she is whisked away by the gentleman thief Arsène Lupin, who says he will steal her heart. Joining Lupin and his companions, Cardia begins a journey to discover the truth behind Isaac's connection with Twilight, her missing memories, and the Horologium within her chest.

[Written by MAL Rewrite]





StudioM.S.C

SourceVisual novel

ThemesHistoricalReverse Harem
DemographicJosei",Josei,Finished,12,23,77K
1627,Petshop of Horrors,Madhouse,Josei,"Horror, Mystery, Supernatural",Manga,7.24,1999,"Count D, a quite interesting pet shop owner from an area called Chinatown, sells rare and hard to come by pets to people longing for something special, but with each sale comes a contract. If the rules of the contract are followed, everything goes fine, but if someone should break the rules of the contract, the pet shop cannot be held responsible for anything unfortunate that might happen. Leon Orcot, a homicide detective, has linked many odd and unexplainable deaths together; they all were customers of Count D's pet shop, and he intends to find out why. 

(Source: ANN)





StudioMadhouse

SourceManga

DemographicJosei",Josei,Finished,4,23,62K
1628,Hakuouki: Reimeiroku,Studio Deen,"Historical, Samurai","Action, Drama, Supernatural",Visual novel,7.44,2012,"Beaten and left to perish, Ryuunosuke Ibuki is robbed of everything to his name. Seeing him in such a pitiful state, a man named Kamo Serizawa gives him a second chance and offers him to become his personal assistant. Ibuki seems to be spared by grief, but this new lifestyle only makes him nothing more than a dog to one of the most influential men in all of Kyoto.

Meanwhile, with the rise of ronin attacks on the general population, the shogunate sends the Roshigumi to Kyoto to strike for peace. Led by the honorable yet soft-spoken Isami Kondou, the Roshigumi is composed of strong and skilled samurai but lacks any meaningful political connections to gain footing in the city plagued by crime. Having no other choice, Kondou allies with the arrogant Serizawa and his connections in exchange for their combative strength.

Despite hating everything the samurai stand for, Ibuki finds himself tangled in the business of the Roshigumi. However, as he interacts with the members under Kondou's leadership, Ibuki slowly realizes that not all samurai are as cruel and dishonorable as he once thought. Hakuouki Reimeiroku explores the early days leading up to the formation of the Shinsengumi while the political tension in Kyoto gives rise to instability and uncertainty.

[Written by MAL Rewrite]






StudioStudio Deen

SourceVisual novel

ThemesHistoricalSamurai
DemographicJosei",Josei,Finished,12,23,55K
1629,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,EMT Squared,School,"Comedy, Slice, of, Life",Manga,6.66,2020,"In the distant past, Miguel, the God of Destruction, was sealed inside the knight who ruled over light and darkness, Sturmhurt. Alongside the knight was Gestöber, who accompanied him through countless battles. In the present day, destiny causes them to reincarnate as Kabuto Hanadori and Seri Koyuki, two classmates.

Their reunion should be a joyous moment, if not for the fact that these fantasied heroes are just products of Kabuto's delusions. As the fictional ""Gestöber,"" Seri finds himself in various embarrassing situations due to Kabuto's antics that sometimes grow out of his control. Moreover, his classmate Utsugi Tsukimiya joins the fray with his absurdly accurate mind-reading abilities, slowly destroying Seri's social life.

Seri tries hard to stay away from them, refusing to acknowledge their shenanigans, however with Kabuto's chuunibyou and Utsugi's unpredictability, he is only bound to be swept by the craziness coming his way.

[Written by MAL Rewrite]





StudioEMT Squared

SourceManga

ThemeSchool
DemographicJosei",Josei,Finished,12,23,54K
1630,Ristorante Paradiso,David Production,Workplace,"Drama, Gourmet, Romance, Slice, of, Life",Manga,7.33,2009,"When Nicoletta was a little girl, her mother, Olga, abandoned her and ran off to Rome to remarry. Now, 15 years later and a young woman, she travels to Rome with the intention of ruining her mother's life. She tracks Olga down to a restaurant called Casetta dell'Orso, but the second Nicoletta steps through its door, everything changes. It's a peculiar place staffed entirely by mature gentlemen wearing spectacles, and like their clientele, she is helpless against their wise smiles and warm voices. Before Nicoletta realizes it, her plans for vengeance start to fade, and she's swept up in the sweet romance of everyday Italian life. 

(Source: Right Stuf) 





StudioDavid Production

SourceManga

ThemeWorkplace
DemographicJosei",Josei,Finished,11,22,43K
1631,Gokusen,Madhouse,"Delinquents, Organized Crime, School, Workplace","Comedy, Drama, Slice, of, Life",Manga,7.41,2004,"Kumiko Yamaguchi is smart, enthusiastic, and ready to start her dream job as a math teacher at Shirokin Academy. But as her first day opens on atrocious students and cowering teachers, Kumiko realizes that the all-boys high school is a cesspool of delinquents with no intention of improving themselves.

However, what her rowdy students don't know is that behind her dorky facade, Kumiko is the acting head of a powerful yakuza clan, and she has the skills to prove it! Capable of overpowering even the strongest of gangsters in seconds, Kumiko must keep her incredible strength and criminal influence a secret in order to keep her job. Unfortunately, with the vice principal constantly trying to get her fired and Shin Sawada, the leader of her class of delinquents, suspecting she's stronger than she lets on, Kumiko has a difficult teaching career ahead of her.

[Written by MAL Rewrite]





StudioMadhouse

SourceManga

ThemesDelinquentsOrganized CrimeSchoolWorkplace
DemographicJosei",Josei,Finished,13,23,42K
1632,Jingai-san no Yome,Saetta,Josei,"Comedy, Fantasy, Romance",4-koma manga,5.77,2018,"High schooler Tomori Hinowa is called to the principal's office one day to hear some shocking news: he's getting married! A mysterious fluffy creature called Kanenogi has chosen him as their wife, and despite Tomori's initial misgivings, he decides to accept. What follows are a series of delightful tales from this new couple's monstrous married life.

Adorable and absurd, Jingai-san no Yome is a story that will leave audiences equally charmed and bemused after each short episode.

[Written by MAL Rewrite]





StudioSaetta

Source4-koma manga

DemographicJosei",Josei,Finished,12,3,41K
1633,Saiyuuki Reload Blast,Platinum Vision,Mythology,"Action, Adventure, Comedy, Drama, Supernatural",Manga,7.21,2017,"At last, the Sanzou Party has arrived in India. In this foreign land, where the anomaly's influence runs rampant, their battles only heighten in their violence.

And also awaiting them is their tragic fate from 500 years ago—

What will they find at the end of their long and treacherous journey?





StudioPlatinum Vision

SourceManga

ThemeMythology
DemographicJosei",Josei,Finished,12,23,38K
1634,Nil Admirari no Tenbin,Zero-G,"Historical, Reverse Harem","Fantasy, Romance",Visual novel,6.65,2018,"The Taishou era didn't end in 15 years, but went on for another 25. In order to protect her waning family, a girl resolves to marry a man she doesn't even know the name of. However, just before the marriage was to take place, the girl's younger brother mysteriously committed suicide by self-immolation and was found holding an old book in his hands. Appearing before the bewildered young girl was the ""Imperial Library Intelligence Asset Management Bureau,"" more commonly referred to as ""Fukurou."" According to these men, there exists ""Maremono,"" which are books that greatly affect their readers. On top of that, ever since the incident involving the girl's younger brother, she unwittingly gains the ability to see ""Auras"" (the sentiments of the Maremono which manifest as bright lights and are usually invisible to humans). It was as though fate were trying to drag the young girl in its flames. And then, even though apprehensive, the girl chooses to venture outside her bird cage. Jealousy, hatred, scorn, compassion, and love. What awaited the girl was the darkness of betrayal that had already begun to bewitchingly inlay the imperial capital. Toyed by and swayed within that darkness, will the young girl finally reach the truth after her struggles, or...?

(Source: MAL News)





StudioZero-G

SourceVisual novel

ThemesHistoricalReverse Harem
DemographicJosei",Josei,Finished,12,23,37K
1635,Hatenkou Yuugi,Studio Deen,Josei,"Adventure, Comedy, Drama, Fantasy, Romance",Manga,7.12,2008,"""See the world""

With these words, Rahzel, the daughter of a rich family, is kicked out of her house and sent on her journey. Along the way she meets up with Heat and Alzeid, two men with very different personalities but very similar journeys. Rahzel is a clever, stubborn, and confident girl, who, with the powers of her magic and mind helps the people she runs into on her journey to discover the world. 





StudioStudio Deen

SourceManga

DemographicJosei",Josei,Finished,10,24,36K
1636,Saiyuuki Reload,Pierrot,Mythology,"Action, Adventure, Comedy, Drama, Supernatural",Manga,7.38,2003,"Priest Genjo Sanzo and companions Cho Hakkai, Sha Gojyo, and Son Goku maintain their westward journey to stop the resurrection of the demon Gyoumao. As the reputation of the Sanzo Ikkou precedes them, they continue to fight demon assassins at every turn, but they must also deal with increasing tensions within their group in order to defeat a powerful enemy. 

(Source: ANN)





StudioPierrot

SourceManga

ThemeMythology
DemographicJosei",Josei,Finished,25,23,33K
1637,Super Seisyun Brothers,AIC PLUS+,Josei,"Comedy, Slice, of, Life",Web manga,6.73,2013,"The story involves two pairs of teenage elder sister and younger brother, the Shinmoto's who are a bit narcissistic and the Saitou's who look a bit mysterious. It follows their everyday life in school and at home.

(Source: MAL News)






StudioAIC PLUS+

SourceWeb manga

DemographicJosei",Josei,Finished,14,4,31K
1638,Strange+,Seven,Josei,"Comedy, Slice, of, Life",Manga,5.98,2014,"Kou comes to a slum neighborhood in search of his elder brother Takumi and finds him to have become the head of a private detective firm. Kou is drafted by Takumi to do errands and chores in the detective firm, and they come to meet various interesting people...

(Source: MAL News)





StudioSeven

SourceManga

DemographicJosei",Josei,Finished,12,3,31K
1639,Chouyaku Hyakuninisshu: Uta Koi.,TYO Animations,Historical,"Comedy, Romance",Manga,7.46,2012,"Uta Koi tells the ""super-liberal interpretation"" of the Hyakuninisshu anthology compiled during Japan's Heian period of 100 romantic poems from 100 different poets such as The Tale of Genji's Murasaki Shikibu.





StudioTYO Animations

SourceManga

ThemeHistorical
DemographicJosei",Josei,Finished,13,24,28K
1640,Saiyuuki Reload Gunlock,Pierrot,Mythology,"Action, Adventure, Comedy, Drama, Supernatural",Manga,7.39,2004,"The Sanzo Ikkou continues its westward journey, on a mission to prevent a demonic resurrection. As Genjo Sanzo, Cho Hakkai, Sha Gojyo, and Son Goku fight their way to their goal, their path is fraught with internal strife. When they encounter a formidable pair of adversaries from the west, the cohesion of the group -- and the fate of the mission -- may be at stake. 

(Source: ANN)





StudioPierrot

SourceManga

ThemeMythology
DemographicJosei",Josei,Finished,26,24,22K
1641,Try Knights,Gonzo,"School, Team Sports",Sports,Manga,4.71,2019,"Riku Haruma enters high school without a future in sight. He sees people playing like monsters on the ground, jumping higher than anyone else, running fast, deciding to try their best. There, he sees Akira Kariya playing rugby, a sport he was once passionate about but gave up due to his physique. While Akira is running roughly, Riku gives him a piece of advice without thinking. From that, Riku feels his dying passion for the sport set ablaze, and his future starts to brighten up...

(Source: MAL News)





StudioGonzo

SourceManga

ThemesSchoolTeam Sports
DemographicJosei",Josei,Finished,12,22,18K
1642,Kami Kuzu☆Idol,Studio Gokumi,"Idols (Female), Idols (Male), Music","Comedy, Supernatural",Manga,6.8,2022,"Kazuki Yoshino and Yuuya Niyodo are idols who make up the duo ZINGS. While Kazuki gives his all in every performance, Yuuya views the job as just another means of making money. Yuuya's apathetic attitude toward the fans and inability to take his job seriously causes his manager to give him an ultimatum: unless he starts putting in more effort, he will be fired.

Backstage, Yuuya meets Asahi Mogami, an idol dressed in a colorful costume. Asahi would have had a bright future ahead of her—had she not died a year prior. Even as a ghost, Asahi wants nothing more than to perform for fans again. When she finds out that Yuuya does not hold the same passion for the idol life that she once did, she is overcome by a fit of rage and demands that he let her take his place. In a strange twist, Yuuya wakes up to find that Asahi has possessed him and can do what he is too lazy to do himself.

With Asahi performing for him, Yuuya thinks he has a ticket to an easy idol life. However, Asahi has other plans. Though she is no longer alive, she wishes for Yuuya to find the ambition that she still has. Together, she wants them to become the best idol the world has ever seen. But can an unmotivated man like Yuuya ever care about anything besides money?

[Written by MAL Rewrite]






StudioStudio Gokumi

SourceManga

ThemesIdols (Female)Idols (Male)Music
DemographicJosei",Josei,Finished,10,23,16K
1643,Shin Strange+,Seven,Josei,"Comedy, Slice, of, Life",Manga,6.22,2014,"Second season of Strange+.





StudioSeven

SourceManga

DemographicJosei",Josei,Finished,12,3,14K
1644,Saiyuuki Reload: Zeroin,LIDENFILMS,Mythology,"Action, Adventure, Comedy, Drama, Supernatural",Manga,6.59,2022,"Getting ambushed by rogue demons on the road is business as usual for the Sanzou party. But when their latest assailants turn out to be humans, the group is left dumbfounded. The mystery only deepens when they encounter a wandering priest, Hazel Grouse, and his imposing bodyguard, Gaty Nene Hawk. The pair hails from the far West, with Hazel using his powers of resurrection to aid grief-stricken villages. While his ability is greatly welcomed by the people, the truth behind it is less miraculous than it seems. Furthermore, the resurrected humans gain golden eyes, a trait they share with the group's recent attackers. It appears that the friendly priest's intentions are not as generous as one might expect—and the Sanzou party is a step away from unraveling them.

[Written by MAL Rewrite]





StudioLIDENFILMS

SourceManga

ThemeMythology
DemographicJosei",Josei,Finished,13,23,11K
1645,Kantoku Fuyuki Todoki,DLE,Josei,"Comedy, Slice, of, Life",Manga,5.92,2014,"This is the anime adaptation of Kantoku Fuyuki Todoki (Insufficient Direction), the first essay manga by the ""queen of the manga world,"" Moyoco Anno. The comedic and heartwarming autobiographical story follows her everyday married ""otaku lifestyle"" with Hideaki Anno, ""the founder of the otaku cult.""

(Source: ANN)





StudioDLE

SourceManga

DemographicJosei",Josei,Finished,13,3,6.7K
1646,Hakuouki: Otogisoushi,DLE,"Historical, Samurai",Fantasy,Visual novel,6.59,2016,"Features the characters from the games in chibi form with a completely new story with the theme: ""A normal everyday that might have existed.""





StudioDLE

SourceVisual novel

ThemesHistoricalSamurai
DemographicJosei",Josei,Finished,12,3,6.1K
1647,"Okoshiyasu, Chitose-chan",Gathering,Josei,"Comedy, Slice, of, Life",Manga,6.69,2018,"Chitose-chan is a penguin who lives in Kyoto. Getting in touch with people and getting fed delicious food as she curiously walks around Kyoto streets is her favourite thing to do. The story features popular places in Kyoto like Kiyomizu Temple, Ginkaku Temple, and Gion from the Penguin's point of view. This is a short story about a penguin that is nostalgic and warm, curing and relieving the heart. 

(Source: MAL News)





StudioGathering

SourceManga

DemographicJosei",Josei,Finished,24,3,5.8K
1649,Massugu ni Ikou.,Yumeta Company,Pets,"Comedy, Romance, Slice, of, Life",Manga,6.42,2003,"A talking dog is a beautiful story that you should have dreamt of as a child. But if you have forgotten about it, this is a reminder of that fable story. This is the story of a dog that talks, but ordinary people cannot hear his voice.

The main character, Mametaro, is an adventurous crossbreed dog. He loves his owner, Iku-chan and his girlfriend Hanako-chan very much. However, he just cannot stand Iku-chan's friend, Akiyoshi.
During this story, which will be told from Mametaro's point of view, the warm days of spring are finally here. The school and the riverbank, which is actually just an ordinary neighborhood for people, seems like a mysterious world that extends infinitely to little Mametaro and his friends.

(Source: AniDB)





StudioYumeta Company

SourceManga

ThemePets
DemographicJosei",Josei,Finished,4,21,3.7K
1650,Massugu ni Ikou. 2nd Season,Yumeta Company,Pets,"Comedy, Romance, Slice, of, Life",Manga,6.54,2004,"Mametarou is a Crossbreed and this is about his daily activities and the friends he makes with his girlfriend, Hanako.





StudioYumeta Company

SourceManga

ThemePets
DemographicJosei",Josei,Finished,5,22,2.1K
